ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001398344-25-008194	194147	0001469751	028-13577	000146221	801-68810	RiverFront Investment Group, LLC
0001398344-25-008194	194148	0001290668	028-11076	000127447	801-62151	Sustainable Growth Advisers, LP
0001398344-25-008194	194149	0000850401	028-02494			TCW GROUP INC
0001398344-25-008194	194150	0001145263	028-06683	000106546	801-29075	TCW INVESTMENT MANAGEMENT Co LLC
0001398344-25-008194	194151	0001082045	028-04129	000105991	801-50672	WEATHERBIE CAPITAL, LLC
0001398344-25-008194	194152	0001177719	028-10220	000146990	801-69413	WESTFIELD CAPITAL MANAGEMENT CO LP
0001398344-25-008194	194137	0000860644	028-02634	000109876	801-60014	Aristotle Capital Management, LLC
0001398344-25-008194	194138	0000897378	028-03434	000105161	801-23386	CONGRESS ASSET MANAGEMENT CO
0001398344-25-008194	194139	0001301743	028-11239	000135810	801-65436	CoreCommodity Management, LLC
0001398344-25-008194	194140	0000764532	028-01526	000109149	801-15164	FIDUCIARY MANAGEMENT INC /WI/
0001398344-25-008194	194141	0001391974	028-12448	000135143	801-66702	GSI Capital Advisors LLC
0001398344-25-008194	194142	0001812185	028-20267	000304792	801-117681	Level Four Capital Management, LLC
0001398344-25-008194	194143	0001696715	028-17884	000134086	801-66368	LEVEL FOUR ADVISORY SERVICES, LLC
0001376474-25-000413	194131	0001974457	028-23497	000306600	801-117961	TrueMark Investments, LLC
0001135514-25-000002	194154		028-01523			Peregrine Capital Management
0001135514-25-000002	194155		028-05909			Rhumbline Advisers
0001135514-25-000002	194156	0001006378				SEGALL BRYANT & HAMILL, LLC
0001172661-25-001545	194135	0001457320	028-19670	000151197	801-70485	EXCHANGE TRADED CONCEPTS, LLC
0001172661-25-001545	194136	0001600064	028-19397	000164201	801-76857	Tidal Investments LLC
0001376474-25-000412	194159		028-04685	000123456	801-64500	Prospector Partners, LLC
0001578695-25-000002	194158		028-03140			HSBC Holdings PLC
0001226886-25-000005	194130	0001226886	028-10578			ALPINE WOODS CAPITAL INVESTORS, LLC
0000919574-25-002663	194162	0001758440	028-24676			Silphium Asset Management Ltd
0000919574-25-002662	194160	0001758440	028-24676			Silphium Asset Management Ltd
0002000490-25-000006	194056	0001082509	028-04403	000104914	801-35294	SMITH CHAS P & ASSOCIATES PA CPAS
0001082809-25-000003	194053	0001281761				REGIONS FINANCIAL CORP
0001667731-25-000556	194094	0001364742	028-12019			BlackRock Finance, Inc.
0001667731-25-000556	194095	0000884541	028-03125			TRILLIUM ASSET MANAGEMENT, LLC
0000950123-25-003891	194046		28-00267			M & T BANK CORPORATION
0000950123-25-003889	194032		28-00267			M & T BANK CORPORATION
0000950123-25-003887	194071		28-00267			M & T BANK CORPORATION
0000950123-25-003884	194070		28-00267			M & T BANK CORPORATION
0000950123-25-003882	194051		28-00267			M & T BANK CORPORATION
0000950123-25-003879	194127		28-00267			M & T BANK CORPORATION
0000950123-25-003875	194048		28-00267			M & T BANK CORPORATION
0001581175-25-000002	194055		028-03140			HSBC Holdings PLC
0001178913-25-001528	194072	0000902528	028-16115			BANK HAPOALIM BM
0001085146-25-002479	194043	0000764529	028-01523	000110052	801-21400	Peregrine Capital Management LLC
0001085146-25-002479	194044	0000052388	028-01091	000105778	801-8174	AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001085146-25-002479	194045	0000019617	028-00694	001070038	801-21011	JPMORGAN CHASE & CO
0001085146-25-002450	194047	0001345929	028-13997	000017501	8-38904	BROWN ADVISORY INC
0001085146-25-002449	194050	0001345929	028-13997	000017501	8-38904	BROWN ADVISORY INC
0001085146-25-002452	194054	0001345929	028-13997	000017501	8-38904	BROWN ADVISORY INC
0001085146-25-002473	194116	0001163368	028-10952	000104559	801-48187	PACIFIC INVESTMENT MANAGEMENT CO LLC
0001085146-25-002473	194117	0000080255	028-00115	000105496	801-856	PRICE T ROWE ASSOCIATES INC /MD/
0001085146-25-002473	194118	0001321220	028-11320	000112608	801-45601	Stadion Money Management, LLC
0001085146-25-002473	194119	0000093751	028-00399			STATE STREET CORP
0001085146-25-002473	194120	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001085146-25-002473	194121	0001138897	028-10245	000110441	801-8162	Western Asset Management Company, LLC
0001085146-25-002473	194122	0001086619	028-04731			SCHRODER INVESTMENT MANAGEMENT GROUP
0001085146-25-002473	194123	0001109448	028-10562	000108477	801-56720	ALLIANCEBERNSTEIN L.P.
0001085146-25-002473	194124	0001302404	028-11090	000128450	801-62371	Channing Capital Management, LLC
0001085146-25-002473	194125	0000020430	028-00255	000105360	801-33949	Invesco Advisers, Inc.
0001085146-25-002473	194126	0000914208	028-11246			Invesco Ltd.
0001085146-25-002451	194128	0001345929	028-13997	000017501	8-38904	BROWN ADVISORY INC
0001085146-25-002479	194042	0001418333	028-13120	000105390	801-32108	MACQUARIE GROUP LTD
0001085146-25-002479	194041	0000200217	028-00400	000104596	801-1895	DODGE & COX
0001085146-25-002479	194040	0001345929	028-13997	000110181	801-38826	BROWN ADVISORY INC
0001085146-25-002479	194039	0001109448	028-10562	000108477	801-56720	ALLIANCEBERNSTEIN L.P.
0001085146-25-002473	194108	0001224696	028-11936	000125601	801-61851	Invesco Capital Management LLC
0001085146-25-002473	194107	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001085146-25-002473	194106	0000038777	028-00734			FRANKLIN RESOURCES INC
0001085146-25-002473	194105	0000354204	028-01186	000106482	801-16283	DIMENSIONAL FUND ADVISORS LP
0001085146-25-002473	194104	0001348883	028-11611	000137028	801-64710	Clearbridge Investments, LLC
0001085146-25-002473	194103	0001364742	028-12019			BlackRock Finance, Inc.
0001085146-25-002473	194102	0001017918	028-04011	000110789	801-29080	BAMCO INC /NY/
0001085146-25-002473	194101	0000052388	028-01091	000105778	801-8174	AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001085146-25-002473	194115	0001317724	028-11450	000107432	801-37702	Mondrian Investment Partners LTD
0001085146-25-002473	194114	0001547927	028-17070	000159377	801-73056	Milliman Financial Risk Management LLC
0001085146-25-002473	194113	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001085146-25-002473	194112	0001418333	028-13120			MACQUARIE GROUP LTD
0001085146-25-002473	194111	0000312348	028-00398	000105377	801-170	LOOMIS SAYLES & CO L P
0001085146-25-002473	194110	0000059558	028-00625			LINCOLN NATIONAL CORP
0001085146-25-002473	194109	0000019617	028-00694			JPMORGAN CHASE & CO
0001140361-25-016385	194052			000106398	801-48195	FCI Advisors
0001593324-25-000006	194100	0001332905	028-11714	000134249		Curi RMB Capital, LLC
0001593324-25-000006	194099	0001566728	028-15439	000150764		Capital Wealth Planning, LLC
0001593324-25-000006	194098	0001791965	028-19701			Kingsview Wealth Management, LLC
0001593324-25-000006	194097	0001409765	028-12657			Guinness Atkinson Asset Management Inc
0001996846-25-000006	194029	0001330387	028-11416			Amundi
0001996846-25-000006	194031	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001996846-25-000006	194030	0001343498	028-11524			Manulife Investment Management Ltd
0001732101-25-000002	194049					HSBC Holding PLC
0001941040-25-000240	194037	0001566030	028-15213	000163493	801-76547	INVESTMENT HOUSE LLC
0001941040-25-000240	194036	0001710537	028-21626	000286340	801-119192	EverSource Wealth Advisors, LLC
0001941040-25-000240	194035	0001426319	028-12956	000142633	801-67401	Cannell & Spears LLC
0001941040-25-000240	194034	0000874791	028-02903	000107003	801-8825	CAMPBELL NEWMAN ASSET MANAGEMENT INC
0001941040-25-000240	194033	0001027817	028-05936			ATLANTA CAPITAL MANAGEMENT CO L L C
0001879648-25-000003	194038		028-15648	000155344		CWM, LLC
0001749768-25-000045	194057					Impax Asset Management Group plc
0001749768-25-000045	194058					Impax Asset Management LTD
0001749768-25-000045	194059					Impax Asset Management (AIFM) Ltd
0001749768-25-000045	194060					Fidante Partners Ltd
0001749768-25-000044	194064					IMPAX ASSET MANAGEMENT LLC
0001749768-25-000044	194065					Fidante Partners Ltd
0001749768-25-000044	194063					Impax Asset Management LTD
0001749768-25-000044	194062					Impax Asset Management Group plc
0001749768-25-000043	194068					IMPAX ASSET MANAGEMENT LLC
0001749768-25-000043	194067					Impax Asset Management (AIFM) Ltd
0001749768-25-000043	194066					Impax Asset Management Group plc
0001749768-25-000043	194069					Fidante Partners Ltd
0001580862-25-000002	194096			000154700	801-71863	Gary Robertson
0001398344-25-008001	194092		028-11338	000111242	801-60103	SSGA Funds Management Inc
0001398344-25-008001	194091		028-10400	000109008	801-55618	Principal Real Estate Investors LLC
0001398344-25-008001	194090		028-10106	000109002	801-55959	Principal Financial Group Inc
0001398344-25-008001	194089		028-00115	000105496	801-856	Price T Rowe Associates Inc
0001398344-25-008001	194088		028-10952	000104559	801-48187	Pacific Investment Management Co LLC
0001398344-25-008001	194087		028-04968	000110045	801-17352	Massachusetts Financial Services Co (MFS)
0001398344-25-008001	194086		028-05267	000105390	801-32108	Macquarie Investment Management Business Trust
0001398344-25-008001	194085		028-00398	000105377	801-170	Loomis Sayles & CO LP
0001398344-25-008001	194084		028-11937	000107038	801-21011	J.P. Morgan Investment Management Inc.
0001398344-25-008001	194083		028-01343	000104652	801-13991	Janus Henderson Investors US LLC
0001398344-25-008001	194082		028-00255	000105360	801-33949	Invesco Advisers, Inc.
0001398344-25-008001	194081		028-10386	000115504	801-61117	Geode Capital Management, LLC
0001398344-25-008001	194080		028-00451	000133196	801-63658	FMR LLC
0001398344-25-008001	194079		028-00734			Franklin Resources Inc
0001398344-25-008001	194078		028-06154	000111376	801-53068	Franklin Mutual Advisers LLC
0001398344-25-008001	194077		028-11611	000137028	801-64710	Clearbridge Investments, LLC
0001398344-25-008001	194076		028-12484	000124982	801-61786	Boston Partners
0001398344-25-008001	194075		028-12016	000108928	801-56972	Blackrock Investment Management, LLC
0001398344-25-008001	194074		028-20654	000298050	801-117402	Aristotle Pacific Capital LLC
0001398344-25-008001	194073		028-01091	000105778	801-8174	American Century Investment Management, Inc.
0001398344-25-008001	194093		028-04557	000106595	801-15908	Wellington Management Group LLP
0001696868-25-000003	194061	0000092230	028-03501			TRUIST FINANCIAL CORP
0000764116-25-000006	193960	0000092230	028-03501			TRUIST FINANCIAL CORP
0001390777-25-000083	193936	0001390777	028-12592			Bank of New York Mellon Corp
0001568106-25-000008	194026	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001390777-25-000082	193951	0001390777	028-12592			Bank of New York Mellon Corp
0001568106-25-000007	193995	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001390777-25-000081	193989	0001390777	028-12592			Bank of New York Mellon Corp
0001568106-25-000006	194022					Bank of America
0001568106-25-000006	194021	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001390777-25-000080	193961	0001390777	028-12592			Bank of New York Mellon Corp
0001568106-25-000005	193981	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001568106-25-000005	193982					Wilmington Trust
0001390777-25-000079	193991	0001390777	028-12592			Bank of New York Mellon Corp
0000919574-25-002647	193934	0001569518	028-15308	000164160	801-77438	Kintegral Advisory, LLC
0001390777-25-000078	193953	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000077	193930	0001390777	028-12592			Bank of New York Mellon Corp
0001568106-25-000004	193992	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001568106-25-000004	193993					BNY MELLON
0001390777-25-000076	193944	0001390777	028-12592			Bank of New York Mellon Corp
0001162044-25-000454	193959	0001141455	028-06545			COOKSON PEIRCE & CO INC
0001390777-25-000075	193949	0000937729	028-10991	000106584	801-1725	FAYEZ SAROFIM & CO
0001390777-25-000075	193948	0001725296	028-18741	000290078	801-111965	CENTERSQUARE INVESTMENT MANAGEMENT LLC
0001390777-25-000075	193947	0001390777	028-12592			Bank of New York Mellon Corp
0001214659-25-006525	193935	0001697723	028-17779	000282580	801-107319	AE Wealth Management LLC
0001390777-25-000074	193994	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000073	193998	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000072	193955	0001725296	028-18741	000290078	801-111965	CENTERSQUARE INVESTMENT MANAGEMENT LLC
0001390777-25-000072	193954	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000071	194019	0000937729	028-10991	000106584	801-1725	FAYEZ SAROFIM & CO
0001390777-25-000071	194018	0001725296	028-18741	000290078	801-111965	CENTERSQUARE INVESTMENT MANAGEMENT LLC
0001581450-25-000002	194028		028-03140			HSBC HOLDINGS PLC
0000950123-25-003812	193942		28-01071			King Luther Capital Management Corp
0000950123-25-003812	193941		28-17448			Simmons Bank
0000950123-25-003810	193958		028-01071			King Luther Captial Management Corp
0001730525-25-000004	194027	0001730525	028-18842			Maj Invest Holding A/S
0001178913-25-001494	193937	0001429390	028-17288			Harel Insurance Investments & Financial Services Ltd.
0001178913-25-001492	194025	0001429390	028-17288			Harel Insurance Investments & Financial Services Ltd.
0001062993-25-008141	193950	0001965207	028-22988	000323449	801-128474	Quarry LP
0001085146-25-002411	193946	0000801051	028-04513	000107423	801-18641	CONNING INC.
0001085146-25-002415	193963	0001455258	028-13358	000143490	801-67787	Calamos Wealth Management LLC
0001085146-25-002415	193964	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-25-002410	193957	0000801051	028-04513	000107423	801-18641	CONNING INC.
0001085146-25-002396	193987	0000012600	028-23623	000001137	801-54949	PRINCIPAL SECURITIES, INC.
0001085146-25-002396	193986	0001318293	028-11300	000300463	801-30405	Spectrum Asset Management, Inc.
0001085146-25-002396	193985	0001484040	028-13785	000139897	801-67539	Origin Asset Management LLP
0001085146-25-002394	194020	0001126328	028-10106			PRINCIPAL FINANCIAL GROUP INC
0001085146-25-002393	193983	0001126328	028-10106			PRINCIPAL FINANCIAL GROUP INC
0001085146-25-002392	193984	0001126328	028-10106			PRINCIPAL FINANCIAL GROUP INC
0001085146-25-002391	193966	0001126328	028-10106			PRINCIPAL FINANCIAL GROUP INC
0001085146-25-002390	194000	0001126328	028-10106			PRINCIPAL FINANCIAL GROUP INC
0001171200-25-000212	193965	0000903947	028-03692			MILLER HOWARD INVESTMENTS INC /NY
0001104659-25-040221	194023	0001766574	028-22117			Kinnevik AB (publ)
0001950158-25-000005	193932	0001106129	028-03495	000105281	801-32726	JENSEN INVESTMENT MANAGEMENT INC
0001950158-25-000005	193933	0001535865	028-14921	000143593	801-67829	Atria Investments, Inc
0001941040-25-000239	194024	0000932859	028-04558	000114310	801-60485	PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001667731-25-000540	193940	0001344551	028-11546			ASSETMARK, INC
0001667731-25-000540	193939	0001541211	028-14787			Hilton Capital Management, LLC
0001667731-25-000540	193938	0001673385	028-17446			Morningstar Investment Management LLC
0001085146-25-002389	193988	0001697723	028-17779	000282580	801-107319	AE Wealth Management LLC
0001698283-25-000009	193952					Pinnacle Financial Partners, Inc.
0001941040-25-000238	194001	0001388167	028-12126	000139785	801-66386	ClariVest Asset Management LLC
0001941040-25-000238	194002	0001591546	028-15835	000152154	801-78126	Pacific Ridge Capital Partners, LLC
0001941040-25-000238	194003	0001319691	028-11311	000124414	801-62397	Ranger Investment Management, L.P.
0001941040-25-000238	194004	0001444055	028-16516	000163084	801-107372	JCSD Capital, LLC
0001941040-25-000238	194005	0000921531	028-04886	000106417	801-45959	GLOBEFLEX CAPITAL L P
0001941040-25-000238	194006	0001027796	028-03791	000106847	801-50838	PZENA INVESTMENT MANAGEMENT LLC
0001941040-25-000238	194007	0001026710	028-05876	000107745	801-23705	Granahan Investment Management, LLC
0001941040-25-000238	194008	0001381954	028-14613	000135769	801-66657	Tieton Capital Management, LLC
0001941040-25-000238	194009	0000919859	028-05178	000110338	801-25226	MACKENZIE FINANCIAL CORP
0001941040-25-000238	194010	0001911372	028-22239	000305152	801-117225	Meros Investment Management, LP
0001941040-25-000238	194011	0001510989	028-14070	000144908	801-70305	EAM Investors, LLC
0001941040-25-000238	194012	0001713521	028-18105	000148828	801-96252	Bridge City Capital, LLC
0001941040-25-000238	194013	0001882572	028-21541	000283540	801-117635	Riverwater Partners LLC
0001941040-25-000238	194014	0000884589	028-03133	000105834	801-15323	KENNEDY CAPITAL MANAGEMENT LLC
0001941040-25-000238	194015	0001794972	028-22328	000307765	801-120965	BOSUN ASSET MANAGEMENT, LLC
0001941040-25-000238	194016	0001217541	028-10648	000110638	801-32176	DIAMOND HILL CAPITAL MANAGEMENT INC
